search_content,search_engine,link_of_news,title,timestamp,media_name
TATA Bankrupt,Google,./read/CBMiygFBVV95cUxOdEdYWDljQ3d4SEs0clo0dEl5dnVxOVBzQzBsVHVMZzRSQmhjbWhXeXcxRWVLYmV2Zjg2LWY2RktfUHh3U1Nab1FSdktMUnZRdGVTSktlNUwyZEJJNElJZVUwZ3RUNUVBY0xkdXNRTzMtTER6YXBBMDBrQVZpRm1CRmR5RDFoRjhuNW16WXo0VF85c0dxbkFrbHBxa01aTVFNQnlDZl9obVlBY0Rjd1VDanJLSGlUdVlvM0lKbEtFX2hsb1NUWXVlYlZn0gHPAUFVX3lxTE9nUXprekFRbkZSbDM1UHRsOVVzU0cweV9SQjlzdGhsVkRDRW1EbTc3ZFB4VjhIZEtDMXJ2MTdfRnRrNUJHTmlYakhVckJTbHdEdVRNc1hBcFhQNThaQ0FIcktKOW5hUHJJSlV1clpyeVpXNXg2S0RLMkJoSllGTlhtQlNKbjF5TThHMjdOZHpjQmhpUWcwNThSR3RiSkQxNnNROWlPZmtXWV85SURUOW52WXI2X1UxZ1MxQzRJUE5WOGVLNXBFY1cxZnlsSmdlMA?hl=en-IN&gl=IN&ceid=IN%3Aen,When Ratan Tata took revenge on Bill Ford 9 years after ‘humiliation’,2024-10-10,Hindustan Times
TATA Bankrupt,Google,./read/CBMi5gFBVV95cUxQaDduQkVrQ3F0Yl9mS2ZUZmZ4eTAybDlSSEhDLW1aRHd0V3VBd252MWxPWW9vQWFnQ3RkRVFwM3NreGt6LTlwMzZxaWNGaGVqN0F3TEY0WVNOZTFrQVJtVWpnRVN3Vm52OHRWV3pYNUdnejBwYXZtWTJQZjVmMUpwTHdBS2M0eV92M2tiUUlScm9OcktWSUZDbWFEU2xoeXFkSXhUZmc3dHlQYWNDZEp0cUtWc29xTGljOEhDZ0VDdFhZeW1xeFU1TnJmeFJQR2VXMFhKWmRBb2VzUnFsMkoyR2pYRjZjQdIB6wFBVV95cUxNZ3Q3R2pRTjhuc3phQ3pBeTctSGJCOXFHeFd4TkdWTXJhN3M2dkhETWRtY0FHUVN3bWNORkRfUERTaXN5T0t4SlpQNGNmb2xuX05YdzRnMG9WZ09UU1U1OTRIY1ZHb2tQVGpRR3F2REtibTN1VEZxcnBxWW9pZEJlbk9ZR24tdUJUOVhfUHhOVFNiU3E4WEhsNDQ5dVJPREl4U1Rmcm5qaHFMSWIxY0NJVjhfdm1zWTBXOE5aNWhlSTlYS21GLTVTVi1xckJ6eGJLMWVVNWRBSUtfbU5aM0JiaVgyMVViZ3RBRk9z?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Motors shares plunge 6% on weak growth outlook, UBS downgrade",2024-09-11,The Economic Times
TATA Bankrupt,Google,./read/CBMi2gFBVV95cUxQajF2Q3o2OGVUcXBfUEdrRGNIdGtZZTEyclQzYjc1NGdEN2thVXp1QnZTbDBMMFgwOGczZ2Z1T05zY2J1ekNQRkhQSUlUSThvUEZSVnlHS2NYd2dLeXp4MzdibGxSOG9BX0x3WW1JUHQ2TWpzLXdjTEx3VDVqSnlFU1FtcFlhTHRPUnB3djBZdkJmNFJOWDZLRjhaTm5faS1vZEwyTTUyOXY3X0gySmppVUMxTm03aWxoSXAzLTZvc1E5WTRUNUxSaGU1cUxqUnd3N0MxWUhjTDByUdIB3wFBVV95cUxPQVpEcjQ2TUhLbTJBWjFqeDduMDZNc3F4YVR4MUFLQkpXc1lRVlFJRlJrLUhyUHd4VEUyeGY0cWdSQk9FaVd3S21JMS1LSXpjeWM0cHRPY1QwMU1lZi1tX3NjbFFoNExJR1Axc2xta3NxUjk1MldaV1RvYlJGdGVJRzF5WGcyUlNSakJlWTlqQzZCY29jX3JrWHhKODZmbkJUbVJaMnZJUDdUcUhESmpTWkh2UFdTQ3ppaXZoaHVUWUdJeC1Hdk9TYmVhZ0NGb3UxaFJlRFZMQXVkT0dPdGtn?hl=en-IN&gl=IN&ceid=IN%3Aen,"How Ford's insult led Ratan Tata to buy Jaguar, Land Rover",2024-10-10,The Times of India
TATA Bankrupt,Google,./read/CBMigAJBVV95cUxPcUdUV0tGY00tSUU4OTVSbXVPSDhlZXA1SE9sbXVpSUlWNUdkbU9LMEluLVZ5YmVTRXZpd24yQzN6QmhjeWh1c1N0UXI3TmliNzRyUW1rQWQzUkZieDFYbVV1UmdvVEhzR3ljSzJPY2tXbUUwNS0yV3NhVURDMzJXZWEtcEF5S0gyT2tuTFlyY1cxSDdwdVBDOFF6ZnRTTzRDRzBoencxNWplX0lRbkxsY3RqaEJKVWs4TXNDZzB6ZFNsMWxLVnpnVmM2aGFuME1sUF91MVFEMFQtSndFNkh5MDNtcG9Kb2I0SmtZM05NcmMtX3FNaU5mXzZKN3NUcUkt0gGGAkFVX3lxTFBZUUd4dGFGaUY1QUxEbzh4ZmVNazBfQURfalM3YlppRkR4YS1XWXFjTDZDcFhwUUVTZ1pFYjZWQ1VnSjV6dWhiaTFtYzdzVk1Mc3pNZEZ0SDBJdmV2dzhCT2hGZnJDZmsxLTY0ei1ZVXBxa0JudXFrZ2RFaS1ydzlCVTNpcW5laTVFUUwyZGZGYkpDTGhFNXhCRE1raS05TlROUmZKQ0Y1aXdSUnZXQk5kYmlBZGx5U0lmVkkzMGlFUUpBY1dhWDdRWmt2X0JWVGRuakl1QVNBdWs0QXl6SGpKRERVSUZHSWFmUU5EYXFKamVqT0h4NkZPYWU4WDUxRjctbjdFZEE?hl=en-IN&gl=IN&ceid=IN%3Aen,"‘Go woke, go broke’: Jaguar’s futuristic ad backfires as critics tear into Tata’s rebrand of the luxury automaker",2024-11-23,Telegraph India
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNOFQxbWZGb0YwSVQ3dUszWi1PU0VGUmdFUENVQUVhbjhiLWJnS2FVeGl4TVZMTzBVWmlCR19rNllOcW02MTZuY2FvUi1raE53Vk8yaEp6S3lGUHcyQlREU2pXeXZSM0RRc2NDQUxubWFCOTNFdTYtUEowM0xwaG1FRmxZMUdhVDlGUlhPend5bGpJZUVGYVZHNWhtdVhoVUplVUtiSXg5d0JZUC1vZ284bWRlMzc1eUxYb3pnd0xIMUV4QS1tOEwxQkE0X0VoNEZPMEtkOVp0RTZVc2V4dlZ3c3d4RFFhaVN5SmRteVFpWUFiMWNDN3JLRDRvdld2OGM?hl=en-IN&gl=IN&ceid=IN%3Aen,Is the Altman Z-Score Method Still Relevant in Predicting Bankruptcy? A Study,2024-10-22,ResearchGate
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNeWNqT0RyZ2dJNGM0c19mQk5pYTJjRUNXb2Q3dmRyTVFpZ2d6N0hlb1NpR1lzM1NDTXpmV1ZyQTZtUkJmLWJRZHhRZjk4SVduMTc1RjhIYjBMNjc0YzlGR3hPZXVsekEwU1JwZkNvT3JoUXBxWTRaZ19XRFNtOFJHX1piT2kxVlBLMTlFR1M2cktpYmFKWU8xSmI0dnZ0dE9Ndi1kTmVuUjluZjZpSlFWc1FzSk50Ui1veEgxSmdUNDVMNG5oWlVWWGRTbzl3Ync3VnJvREVTT2VJTDVuOUh5R0JSOFUxX2NaSWNlTVJjRjFaelF5VE8ybjZ2eDJ3ZnfSAYQCQVVfeXFMTkZUd25ISmNaVGxGQUpLY1pxTkVKSS0tZk9ZYlBHU3FybDJlb3ZXdzJQWDNTVzI2WUItck45cTlPaXNSLUxKekkzemNyNi1wT3RUWnBvTFFRMFFhNkYzUWt3LTZOdnJra0drS216ZWtnYi0xaWFDWEU4d1VHdlpVM0hZX2otNlY0WUQ1OGRtbURqaGFzZUNTV01zbTZZT2pNODNvdUUxMkhrWjdfNVJCQ2JUSk5WbTRPR21WZmdrRkM1MmJBN0M0ZEFJQ1pqUW9namVYTDhJRlhPeGpSTV9xUEtIR2drbXFYTVJVS2RKZk16X1RVaE1EeDZ5ZU5SS1RVbkR2ako?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet India’s first female tennis Olympian whose diamond saved Tata Steel from bankruptcy, she is Ratan Tata’s",2024-11-04,India.com
TATA Bankrupt,Google,./read/CBMi1gFBVV95cUxQamZ5VXZfZU1GMDZMUWNtWDgtT3JadC0ycC1vaEUwdEI5Z2FrdGVJYUhLa2hxWVJheW43MUwtWGdtWU1FRHFpb0VKS0xTZTl0VmtHOEptbThsMnlpbXRkYlBpaDNZQnVJR1FjVTc3NW1xX084MVc2R0pKWUlpS1QwcDRDaWJhaWt5Y3VyYXpIeXBOeVJmYjZtWlBqdU9nRWZMUjBaSEczLTdLTTZDZkg0Ump5UFRKR1RnenFzSkZOWERoRGpCUkpabWRZNERrZ1NfSGJCX1V30gHbAUFVX3lxTE1jZmJCMXBPdWtTa3l2dWZuOTI4MFpXY214UkY3WXZJMW8zTTBhWHFWV1FrM09fLXM4LVJBSkROdWZvc29MYTVPb1d4WkFHaG96NUFGS2JzY0Y2YlBVbGJqZjVuN0NUMFlXc0M1RTE5X0JhU0Vva0F3SzRVZ0JZSWN0anBoa0RfR3BjZmJ6VDVHcVI3d05DZVE1b2Z3S1VmSW1CUTdoQUtycnJKRUVOS3VyMlRkVERlbVI0d25EdVZCaFBpVFlUdFl6b1NVeFppS0tuakJ6SWdEcS0taw?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLAT asks IRP of Dream 11 to refrain from taking steps for insolvency,2024-04-04,Business Standard
TATA Bankrupt,Google,./read/CBMi-AJBVV95cUxNemNLbU9QdnpqNjN6TDVEUE5ZSlc3VkdKbWU3MUNGLUJoYmZoVktsUVk3cnJwbGhmNzVWQXQtVlZVdzc1VEJLYk5JeVY0ZGtnWTViNGY4MDI1N3RobENnQlkyQmd6ZGdIVm5icDNyRlRVbFV0UThxaGtqb1QxQzdweUszQTJmczF6OUgzeHZ3b2RTM2RYN2xuQWdGZzlSRGdDWlRGOVlyRk1GbWlDUGRCU3BGNmFEZ2tYaHpVbThiUXlnWFZPTktRa3A3OWllWVUtSnBnMG1KTmFXWTNSaWtvWHNUMVlmRlM0VnUtRFpqMUh6ME8xdmo3b2RPVVc5SE9la3kxUnRFZGIxdEJCdUpzMWJ2Q1JoSVJBTUtpLVEzZkNxcWEzczZySUE4ZE5hWDZxRjVyYUdReUtubEJ6VjlnM1ZqQ09wc2hPRThnOUtrcDg1NTdMNzZWNDZHQ25wZGMyMU5CNHlSd25WWVcwM2EwaFJMZXRVOERr?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man who business went bankrupt, net worth is still Rs 43894 crore, his name is..., business was...",2025-02-09,MSN
TATA Bankrupt,Google,./read/CBMi3gFBVV95cUxNWlNfcGVQLXdmWE1ZVXBjanFmOGdISk5IS0NGNVpJcVpHcDlUY1Z4d2RyeThoaWRLM0ZGSDBLTmtvSWlEbnVLRGNvZ0JDeWFFQjF3b2dyd2ZFU2N6ZkQ3b1dUdnoxNGVDMC1QNURjUTloQ29zdHBUVHlSWVlfdTFuMXZqQU9GeTgtOEl2bTl5enhKazVFVmVBMXZYb3Vtbk9hdGZ2Rm5VOE1HeFNENXZtdzFGTk1IeVh0TDBRNVplUER5MnlmdW1Dd0tRN0hsUURlaWkxVkxJRlJpdk1DX0HSAeMBQVVfeXFMTjNIRkhReXVRams2RlJUUERUamhJcl80VXN4cnVhazNjLURZOWRVVXZqSVBKWl9VdVpfTHVkZDRPWHZwTXB6Sl9iUFJURWRxcHljZ1NBZ2RqdXpFZ1A3NVNLTkROckFOTlFzYTFUdEFoUVhnTTJmc25kdm9RYzRIX1VsYjdGSTVINHFMekRtZHM5QkZ1SFZLZng5ZjI3TjVOSGo4bkpwZDFtNzJSUjRUSmdHVnVXbklIOG1JNkxZa1ZaMDZfa2d4ZWdKS1hhTXB1emxfSU1GM0ZVVTRka3kzT01CbUk?hl=en-IN&gl=IN&ceid=IN%3Aen,Ratan Tata tribute: When Tata Finance kept a helicopter on standby to return investors' money,2024-10-10,Moneycontrol
TATA Bankrupt,Google,./read/CBMiqgJBVV95cUxQMUZWaWVpSkNWcWVYRXR1eEtFTUFBSUJsei1jallEa2xWbGtwLXBzRnpWQzNSbmpQLVdlRUs3aWp2cUtLWVdidDZXcDdWcTlndVA3MzVKX09hMDR1N0xrSmhXV1d6NWVKZ1ZMdEpUQXVOZjZrVzItMVlOV2ZRc0ZyNFFHR2tRZ0EwWGZjMHd1MG00WUphWE1CNzByS3g3T1ZUZHdNQjRRbWtzV2JRYVRLYVZoWTlLYXRrVEtvaHZpcUliTF9iYTd2ZW5aQXd3WjlMUVkyRTJFWXN6aFZXNVU2RlJYU3A4UmdyWlFTT3hxaE5zeWJMQTA4cmgxUmV5SVN6WDhyYW5lNE9YY1N2Q2dUNEtUdHlsOGVEa0tYc0k5UHJLbTBfaGZyRXNB0gGvAkFVX3lxTE9rWDhYdklFeGg4cHFyZ2treWtrelVYdWVYcWxWSldMYjNYRlBsRmg2dUR3V0Nacm9rQTlDRHVTMndVLXRvN2lnZHI3SnJSb2VzcjY1RmFER3FieUZXa1h3VkY2aktNNXdUaExnMVd0VThaNmFLdkhIdWN1WTBXajIzX3U5Q2lxb2xGZm9ybFVEWHNNS3BqZFFqS3JkSVZ5M0JMUWdJN1M5dkU5VFctdWEtN1NPTnBNVVlfWEQxLUxNM0o3Z0FrdFliUzFhMzBvRzdENEI0LTJtVGk0UWlBMEVOajhFRktmcWlBdWtyQkY0SXNUNFJ4OTRtS1UybGNWZzVRM3BMRjczbHk1X1RhbnNhQWtZcTJsak1ZM2ZHRnhDaXNOUUxjRkRhY2x2UzBnOA?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet man, Ratan Tata ousted him from three Tata firms, his airline went bankrupt, still one of India's riches",2024-12-17,India.com
TATA Bankrupt,Google,./read/CBMiygFBVV95cUxOdEdYWDljQ3d4SEs0clo0dEl5dnVxOVBzQzBsVHVMZzRSQmhjbWhXeXcxRWVLYmV2Zjg2LWY2RktfUHh3U1Nab1FSdktMUnZRdGVTSktlNUwyZEJJNElJZVUwZ3RUNUVBY0xkdXNRTzMtTER6YXBBMDBrQVZpRm1CRmR5RDFoRjhuNW16WXo0VF85c0dxbkFrbHBxa01aTVFNQnlDZl9obVlBY0Rjd1VDanJLSGlUdVlvM0lKbEtFX2hsb1NUWXVlYlZn0gHPAUFVX3lxTE9nUXprekFRbkZSbDM1UHRsOVVzU0cweV9SQjlzdGhsVkRDRW1EbTc3ZFB4VjhIZEtDMXJ2MTdfRnRrNUJHTmlYakhVckJTbHdEdVRNc1hBcFhQNThaQ0FIcktKOW5hUHJJSlV1clpyeVpXNXg2S0RLMkJoSllGTlhtQlNKbjF5TThHMjdOZHpjQmhpUWcwNThSR3RiSkQxNnNROWlPZmtXWV85SURUOW52WXI2X1UxZ1MxQzRJUE5WOGVLNXBFY1cxZnlsSmdlMA?hl=en-IN&gl=IN&ceid=IN%3Aen,When Ratan Tata took revenge on Bill Ford 9 years after ‘humiliation’,2024-10-10,Hindustan Times
TATA Bankrupt,Google,./read/CBMi5gFBVV95cUxQaDduQkVrQ3F0Yl9mS2ZUZmZ4eTAybDlSSEhDLW1aRHd0V3VBd252MWxPWW9vQWFnQ3RkRVFwM3NreGt6LTlwMzZxaWNGaGVqN0F3TEY0WVNOZTFrQVJtVWpnRVN3Vm52OHRWV3pYNUdnejBwYXZtWTJQZjVmMUpwTHdBS2M0eV92M2tiUUlScm9OcktWSUZDbWFEU2xoeXFkSXhUZmc3dHlQYWNDZEp0cUtWc29xTGljOEhDZ0VDdFhZeW1xeFU1TnJmeFJQR2VXMFhKWmRBb2VzUnFsMkoyR2pYRjZjQdIB6wFBVV95cUxNZ3Q3R2pRTjhuc3phQ3pBeTctSGJCOXFHeFd4TkdWTXJhN3M2dkhETWRtY0FHUVN3bWNORkRfUERTaXN5T0t4SlpQNGNmb2xuX05YdzRnMG9WZ09UU1U1OTRIY1ZHb2tQVGpRR3F2REtibTN1VEZxcnBxWW9pZEJlbk9ZR24tdUJUOVhfUHhOVFNiU3E4WEhsNDQ5dVJPREl4U1Rmcm5qaHFMSWIxY0NJVjhfdm1zWTBXOE5aNWhlSTlYS21GLTVTVi1xckJ6eGJLMWVVNWRBSUtfbU5aM0JiaVgyMVViZ3RBRk9z?hl=en-IN&gl=IN&ceid=IN%3Aen,"Tata Motors shares plunge 6% on weak growth outlook, UBS downgrade",2024-09-11,The Economic Times
TATA Bankrupt,Google,./read/CBMi2gFBVV95cUxQajF2Q3o2OGVUcXBfUEdrRGNIdGtZZTEyclQzYjc1NGdEN2thVXp1QnZTbDBMMFgwOGczZ2Z1T05zY2J1ekNQRkhQSUlUSThvUEZSVnlHS2NYd2dLeXp4MzdibGxSOG9BX0x3WW1JUHQ2TWpzLXdjTEx3VDVqSnlFU1FtcFlhTHRPUnB3djBZdkJmNFJOWDZLRjhaTm5faS1vZEwyTTUyOXY3X0gySmppVUMxTm03aWxoSXAzLTZvc1E5WTRUNUxSaGU1cUxqUnd3N0MxWUhjTDByUdIB3wFBVV95cUxPQVpEcjQ2TUhLbTJBWjFqeDduMDZNc3F4YVR4MUFLQkpXc1lRVlFJRlJrLUhyUHd4VEUyeGY0cWdSQk9FaVd3S21JMS1LSXpjeWM0cHRPY1QwMU1lZi1tX3NjbFFoNExJR1Axc2xta3NxUjk1MldaV1RvYlJGdGVJRzF5WGcyUlNSakJlWTlqQzZCY29jX3JrWHhKODZmbkJUbVJaMnZJUDdUcUhESmpTWkh2UFdTQ3ppaXZoaHVUWUdJeC1Hdk9TYmVhZ0NGb3UxaFJlRFZMQXVkT0dPdGtn?hl=en-IN&gl=IN&ceid=IN%3Aen,"How Ford's insult led Ratan Tata to buy Jaguar, Land Rover",2024-10-10,The Times of India
TATA Bankrupt,Google,./read/CBMigAJBVV95cUxPcUdUV0tGY00tSUU4OTVSbXVPSDhlZXA1SE9sbXVpSUlWNUdkbU9LMEluLVZ5YmVTRXZpd24yQzN6QmhjeWh1c1N0UXI3TmliNzRyUW1rQWQzUkZieDFYbVV1UmdvVEhzR3ljSzJPY2tXbUUwNS0yV3NhVURDMzJXZWEtcEF5S0gyT2tuTFlyY1cxSDdwdVBDOFF6ZnRTTzRDRzBoencxNWplX0lRbkxsY3RqaEJKVWs4TXNDZzB6ZFNsMWxLVnpnVmM2aGFuME1sUF91MVFEMFQtSndFNkh5MDNtcG9Kb2I0SmtZM05NcmMtX3FNaU5mXzZKN3NUcUkt0gGGAkFVX3lxTFBZUUd4dGFGaUY1QUxEbzh4ZmVNazBfQURfalM3YlppRkR4YS1XWXFjTDZDcFhwUUVTZ1pFYjZWQ1VnSjV6dWhiaTFtYzdzVk1Mc3pNZEZ0SDBJdmV2dzhCT2hGZnJDZmsxLTY0ei1ZVXBxa0JudXFrZ2RFaS1ydzlCVTNpcW5laTVFUUwyZGZGYkpDTGhFNXhCRE1raS05TlROUmZKQ0Y1aXdSUnZXQk5kYmlBZGx5U0lmVkkzMGlFUUpBY1dhWDdRWmt2X0JWVGRuakl1QVNBdWs0QXl6SGpKRERVSUZHSWFmUU5EYXFKamVqT0h4NkZPYWU4WDUxRjctbjdFZEE?hl=en-IN&gl=IN&ceid=IN%3Aen,"‘Go woke, go broke’: Jaguar’s futuristic ad backfires as critics tear into Tata’s rebrand of the luxury automaker",2024-11-23,Telegraph India
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNOFQxbWZGb0YwSVQ3dUszWi1PU0VGUmdFUENVQUVhbjhiLWJnS2FVeGl4TVZMTzBVWmlCR19rNllOcW02MTZuY2FvUi1raE53Vk8yaEp6S3lGUHcyQlREU2pXeXZSM0RRc2NDQUxubWFCOTNFdTYtUEowM0xwaG1FRmxZMUdhVDlGUlhPend5bGpJZUVGYVZHNWhtdVhoVUplVUtiSXg5d0JZUC1vZ284bWRlMzc1eUxYb3pnd0xIMUV4QS1tOEwxQkE0X0VoNEZPMEtkOVp0RTZVc2V4dlZ3c3d4RFFhaVN5SmRteVFpWUFiMWNDN3JLRDRvdld2OGM?hl=en-IN&gl=IN&ceid=IN%3Aen,Is the Altman Z-Score Method Still Relevant in Predicting Bankruptcy? A Study,2024-10-22,ResearchGate
TATA Bankrupt,Google,./read/CBMi_wFBVV95cUxNeWNqT0RyZ2dJNGM0c19mQk5pYTJjRUNXb2Q3dmRyTVFpZ2d6N0hlb1NpR1lzM1NDTXpmV1ZyQTZtUkJmLWJRZHhRZjk4SVduMTc1RjhIYjBMNjc0YzlGR3hPZXVsekEwU1JwZkNvT3JoUXBxWTRaZ19XRFNtOFJHX1piT2kxVlBLMTlFR1M2cktpYmFKWU8xSmI0dnZ0dE9Ndi1kTmVuUjluZjZpSlFWc1FzSk50Ui1veEgxSmdUNDVMNG5oWlVWWGRTbzl3Ync3VnJvREVTT2VJTDVuOUh5R0JSOFUxX2NaSWNlTVJjRjFaelF5VE8ybjZ2eDJ3ZnfSAYQCQVVfeXFMTkZUd25ISmNaVGxGQUpLY1pxTkVKSS0tZk9ZYlBHU3FybDJlb3ZXdzJQWDNTVzI2WUItck45cTlPaXNSLUxKekkzemNyNi1wT3RUWnBvTFFRMFFhNkYzUWt3LTZOdnJra0drS216ZWtnYi0xaWFDWEU4d1VHdlpVM0hZX2otNlY0WUQ1OGRtbURqaGFzZUNTV01zbTZZT2pNODNvdUUxMkhrWjdfNVJCQ2JUSk5WbTRPR21WZmdrRkM1MmJBN0M0ZEFJQ1pqUW9namVYTDhJRlhPeGpSTV9xUEtIR2drbXFYTVJVS2RKZk16X1RVaE1EeDZ5ZU5SS1RVbkR2ako?hl=en-IN&gl=IN&ceid=IN%3Aen,"Meet India’s first female tennis Olympian whose diamond saved Tata Steel from bankruptcy, she is Ratan Tata’s",2024-11-04,India.com
TATA Bankrupt,Google,./read/CBMi1gFBVV95cUxQamZ5VXZfZU1GMDZMUWNtWDgtT3JadC0ycC1vaEUwdEI5Z2FrdGVJYUhLa2hxWVJheW43MUwtWGdtWU1FRHFpb0VKS0xTZTl0VmtHOEptbThsMnlpbXRkYlBpaDNZQnVJR1FjVTc3NW1xX084MVc2R0pKWUlpS1QwcDRDaWJhaWt5Y3VyYXpIeXBOeVJmYjZtWlBqdU9nRWZMUjBaSEczLTdLTTZDZkg0Ump5UFRKR1RnenFzSkZOWERoRGpCUkpabWRZNERrZ1NfSGJCX1V30gHbAUFVX3lxTE1jZmJCMXBPdWtTa3l2dWZuOTI4MFpXY214UkY3WXZJMW8zTTBhWHFWV1FrM09fLXM4LVJBSkROdWZvc29MYTVPb1d4WkFHaG96NUFGS2JzY0Y2YlBVbGJqZjVuN0NUMFlXc0M1RTE5X0JhU0Vva0F3SzRVZ0JZSWN0anBoa0RfR3BjZmJ6VDVHcVI3d05DZVE1b2Z3S1VmSW1CUTdoQUtycnJKRUVOS3VyMlRkVERlbVI0d25EdVZCaFBpVFlUdFl6b1NVeFppS0tuakJ6SWdEcS0taw?hl=en-IN&gl=IN&ceid=IN%3Aen,NCLAT asks IRP of Dream 11 to refrain from taking steps for insolvency,2024-04-04,Business Standard
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iV2PQtDMD;_ylu=Y29sbwNncTEEcG9zAzEEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fplans-close-blast-furnaces-steel-115841088.html%3ffr%3dsycsrp_catchall/RK=2/RS=UFBezviC7dGO1PT2hDz2uASkkDA-,Plans to close blast furnaces at steel plant is ‘pretty much’ a done deal,1 year ago · ,PA Media: Money ·  via Yahoo Finance
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iWWPQtDMD;_ylu=Y29sbwNncTEEcG9zAzIEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2fnews.yahoo.com%2fletters-tata-cuts-destroy-community-000200149.html%3ffr%3dsycsrp_catchall/RK=2/RS=Vm8YUzx6ZBqAZzISPScgUOpSNow-,Letters: Tata cuts will destroy a community for the sake of net-zero posturing,1 year ago · ,The Telegraph ·  via Yahoo News
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iW2PQtDMD;_ylu=Y29sbwNncTEEcG9zAzMEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2fnews.yahoo.com%2fanalysis-manual-pricing-chatgpt-air-013542263.html%3ffr%3dsycsrp_catchall/RK=2/RS=cW_ql2pWGRUtROeCVS.LZGYk6sk-,Analysis-From manual pricing to ChatGPT: How Air India is transforming under...,2 years ago · ,Reuters ·  via Yahoo News
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iXWPQtDMD;_ylu=Y29sbwNncTEEcG9zAzQEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fadani-power-talks-acquire-thermal-105301125.html%3ffr%3dsycsrp_catchall/RK=2/RS=OIpx80yXR5TAlALoZ4qRen1Wo9s-,Adani Power in talks to acquire thermal power plant from Reliance Power,6 months ago · ,Power Technology ·  via Yahoo Finance
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iX2PQtDMD;_ylu=Y29sbwNncTEEcG9zAzUEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2ftech%2fburdened-indian-flyers-want-airfares-090000239.html/RK=2/RS=XnoNGrO8lOyva1yAGhXzW5FCxGs-,Burdened Indian flyers want airfares capped again,2 years ago · ,Quartz ·  via Yahoo News
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iYWPQtDMD;_ylu=Y29sbwNncTEEcG9zAzYEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2ffinance.yahoo.com%2fnews%2fpress-digest-british-business-may-002841286.html%3ffr%3dsycsrp_catchall/RK=2/RS=BIain830BBD.SkNUyecpnX93DpI-,PRESS DIGEST-British Business - May 25,2 years ago · ,Reuters ·  via Yahoo Finance
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iYmPQtDMD;_ylu=Y29sbwNncTEEcG9zAzcEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2fnet-zero-only-fanatics-fail-090000338.html%3ffr%3dsycsrp_catchall/RK=2/RS=ugQLafd3MvhdSy4EFIGpcopKH0c-,Net Zero: Only fanatics fail to see the hopelessness of the ruinous policy,4 months ago · ,The Telegraph ·  via Yahoo News
TATA Bankrupt,Yahoo,https://autos.yahoo.com/brands-may-not-survive-ev-234550935.html;_ylt=Awr99TSu6Klnb.4iZGPQtDMD;_ylu=Y29sbwNncTEEcG9zAzgEdnRpZAMEc2VjA3Ny,EV apocalypse: Which brands might not survive the electric revolution?,3 months ago · ,Autoblog ·  via Yahoo News
TATA Bankrupt,Yahoo,https://r.search.yahoo.com/_ylt=Awr99TSu6Klnb.4iZmPQtDMD;_ylu=Y29sbwNncTEEcG9zAzkEdnRpZAMEc2VjA3Ny/RV=2/RE=1739217198/RO=10/RU=https%3a%2f%2fwww.yahoo.com%2fnews%2f15-car-brands-disappeared-last-121601577.html%3ffr%3dsycsrp_catchall/RK=2/RS=6yYHYn15HWOMcrFtUOjMCenzOHM-,15 car brands that disappeared in the last 25 years,9 months ago · ,Business Insider ·  via Yahoo News
