,Search_Engine,Search_String,Publisher,Title,Link,Date
69,Google,jio merger,Business Standard,RIL eyes JioCinema as sole OTT platform post Star-Viacom18 merger deal,./read/CBMi1gFBVV95cUxNbGpqeU1vcFZoenFSVDRVRzFEdzJQaGpNWGl2a2lnQWZyN2p6eE91c2ZqeXdrOXhpSzd0anNocEdhNzVHajBibE5ucUxKUFk2NldOMm9feF9fSnBTV0NlRkhJOWZpNVphQkJGdl9jYlJ6cU5YelFnYUFqMVdGQV9xWThLMmtrVHB2VnUtNWxuREdiSUlieXl0YW1GNGNlV25hZUxLQ085SzZBZmNOX01Kd2Uzd3pNS0hnd1FEZG95YWU5eHFuRmhjZExBWk9WWTdVUUI4UWl30gHbAUFVX3lxTE9FaHlOZVhTYTV5SFFzRDBSNzl6QlFUY1Nid01sRW5Ra19Ka2NsQ0Y2SEpSeGNibWtTajNua0RGRjA0ajBXTE1Yc0s1MlY1Zk0zU1lBREtmWGVSai1DQWlBZFdqRDJPS1dDcDdiWXI3dEU3Q3NuN3BPcTVXMmFZclBMWkNUZm5CMkpKYjY3VUZJSVJBanhBeW1NbHRUQnFweGlKV3ZqTkdWbFdjNVBOQUhmRVFIMXhsRkY0Vk9FSDhhbkdTa2tHUmM1TVVwZGVZLURVQVJUY3BIX2c0RQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-19
70,Google,jio merger,India TV News,"Jio Star website goes live ahead of Jio, Disney+ Hostar merger, ends Jio Hotstar domain discussion",./read/CBMi7gFBVV95cUxOS2Y1bXJOaWlYUmVQS0gwbGk3WF9KcVpWczV5SDE4czNhVW5VTmpyYWtKTU1VV0Y5MUtxaG9NZk1hTktXTGZOZ29pSExlQjIxWk91aGFOSzFhV05LTTNFTEtsRnJNTUpjU3ZnQXhZM0RBMGFyZW1aVURtZW0wZ0REcE1rdWpLaDBVN3puTWotVjAyUHBYRk54ODJITHRJRlZnemlPdDhsb1dYakhMR1JlMnc0bDZrYUVlWWo0WmVRQXVRbDktcTRRVl9sNUpWZ3Y0dXVibUR5cXZGSkJaTzdoTGlXM3owSTVmbTRCNEhR0gHzAUFVX3lxTE12d0phNDdKVzJORngtT3otQzJ4S3NYQkxOalNsLXBySGNRMU1UbWZWcmZZT0dXOXJZX3lMdTFTbG9feHNzcnVVdzZFeWxRbnFlSmJkbDhQaEp4OGFNWmhIX3laMnhDWG44NDRKeW5nZ1JLQUk5RWVqcV9iVUl5cHZENnBfNTRRWWVla0dPQkxlTjliaDhqVG8zM1BrcXNOQW1wSDNlVDBPNjFJU3Q4bHZ5QU1wS1JyZkVjVXRBX2IzazVSNTNZb3Jyc2lnUDdYQXBKYTdPa21IRTBqZkZvRUJ6WkhTVGFOUWx2Sy04aDZ2aXM3UQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-12
71,Google,jio merger,afaqs!,JioStar website goes live ahead of Reliance-Disney Star merger,./read/CBMipgFBVV95cUxQZnYxVElkZWVkTzNnXy1QU3FrN2U3ZjJQbkZvQWt6QVo3cENKbnczdThmbWVGSWZHbXdpTFpEUG1vZ3lDOGwwd3B3ZElrQ2RERFJya2JyYmEwWlktT1B0NkZsUnNxQlZOTU5KT3p2WEdEY1NRT0Y3Uk9qOVBrQ0lScXdmLUxudUo1UlVZd201a0lkajlpcWhQY09QVGp3d0VNeE5YcTNB?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-12
72,Google,jio merger,DNA India,"Mukesh Ambani's MEGA offer after Jio-Disney merger, Jiostar plans starting at just Rs...",./read/CBMi0AFBVV95cUxORkZhSWtjNHNocVp2WjgzT05xWFVpY2M0eVg3cXFlVUE1QnFINWxzQzhGTG9mOXdEZXo5UzZvTXk1N2s0V21HVWcyY3FXVk5jVGhBVV9CZ0otdFpfN1A2c1ZrRmxJelZvTXJHV29tSFIxR1dHSTlEUmM1OUxjRC1Cd3E5TnNsUHl3THRUSkhha0ZCN08wZjFLZ1FwdGp1YkJyN2lEZ3BPdFN6TWNlNmJ4RzhnNXRmd0ZDcERJMEFJSC05RWtpOTdPb1Z3anNteXVY?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-18
73,Google,jio merger,Business Today,Reliance to retain Disney+ Hotstar as primary platform after JioCinema merger: Report,./read/CBMi8AFBVV95cUxNZVNOSUh5NUFGcmpNa05nSlFmckR4azJkbmV5S204ZDM0b3Fady14Q3B4WHA1ek1DRUJKekJZaEtiM3EtRVhYdHJ2VXplY2lvMnBuZnhWQm02STRsNnNxMGhyZ2R3RGwzdWxpWXdoWmtRbVpnc2M0RjdiRE9JbE1HaHB2MUV6UnctdzljRlVGa0VKZ3NpYV9xaXYxa3lTTm9OMDNZSDFybzVfcWxuUW9EdU5SbVphbzBRTThva1FGUzMyQjJHOVJvUFJncEhXVzBfa1hhd3VUeW81YzRQU1dTWmJhbmRYSE1DOHUtN2hwdlc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-23
74,Google,jio merger,ETBrandEquity,"Disney-Reliance merger nears completion, Jio Star set to launch",./read/CBMizAFBVV95cUxNSlhTNFlTTWYtaEcyWUwyNGs0MWNvckM4R0tzYUxOcXBtTEVDcFJhenhscUNUNnlGV1FsOEFuMXVVWkRJbzhEV19NVlBJYjVZcFFnaDA4eUtzbUpzSjc2cVZEYjJocmtZNmFMUFJQNVFnNVZWYTlRVzNHb1JuaXQ0S2l1YUJSMTBudnJuNUZoNzdlckgwZnVpWW9ZdlpRSnpXSllBU2l5elM5OUphczhZS0ppWHhiUlBvWThWaTBGZkYwZUp2REkxRHRxNmXSAdIBQVVfeXFMTjNYS2F0bGdOQmUxMEhqa0MyMklkcExNa3FRVjZmS1QyWmtTY0Q1bzNReEpNRTdVdDM2WVozOUppOUhHT2ladWNhWFpUOV9qUEZuaUV0WlVkekhCajBKMHROVEtXeFF5UzBNV2lQYm1fZ3hsanhiWE5PREcyalQ1WDVaQVNHdTdrLUZvS3NiTUs1aVNoT3BnUnhDQmtTbFRIQklmQ2Z0alduNENKaE9vdjhMV2xDYXU4OVlyVzVTTVNlYTJuSGRoMFZPak1nMGgxQi1B?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-13
75,Google,jio merger,India Today,"Reliance Disney eyes Hotstar, JioCinema merger to revolutionise Indian streaming - India Today",./read/CBMi0gFBVV95cUxOd0VNSWpGczE3c0t6MXR4TEw4S0wzOG9oajdkcEd2SVlTNUZrcnNHV2lqTGxIeFY3eVZjVGpGVzRjakR4cmZsNVVVQkhuNkZ4SDgzNnBMMm1VSVc0b3ZzVnJUdGVRQmxKMURjY1JVRGRKa1lRTU5ydXc3cWZUR3J2SHpud0RSR2FQN2tVUEJEUTY0RlNGaWhtSnVMWTNiWi1mbWxnT2hPcUZwa185bFdJRTJ2c0lvOGwxT2NhTXFzZDB2R3czazFPTnUtSFd5WGR6WHfSAdcBQVVfeXFMTVJXcXBGdkdWUUcySnZIX2FmTmc3a1RqMFB0UmxzS2hKaGtRUWY2XzVZLXRKa1QzSkpaZFZyUHFFcFdHVzh4Wmc3NnNTNDhHd1htamxJbi1YeEpBb2luQmU4M25SQmdBVExEN0pNbENtOEFOTHRmaEFyeENMQzBnLTdva3EtRXk5RjQybTBUTTl0RFpTdFVMQWxXTk0tbzVpamZOMjNObFE0aXZxVUsyVDRQVGthektuQnNhUjJBbkZydWtDcFhQcTBmdzRzeHVDYW9XeFdFSWs?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-16
76,Google,jio merger,India.com,Mukesh Ambani's Masterstroke: Reliance-Disney merger set to dominate OTT; What’s next for Jio Cinema and Disn,./read/CBMi6wFBVV95cUxNMkgyd0tBYWR4U1Rka2JLZVJFZERNNnEybng5a3Z4VzU5NkNObEM1bmwxN3J6bTVZWkwyS3J1SWxOYkJlVkExa0dTcVctU012Ynk5WnVkdnk3enJBV3FZZmdPNU5sSFZJZFdJbE9pdU9JT2FhcjZITHFxaGVnOHJwdWNRUm5uakhiaUpwRk1DZTVZN0NkRm04TGFGSTBUaTJza1h2aFZXSXpxaG9yT3N3dG5SRndscmlELW5qWmdIeUlLOFRvbXZtU2JDaWxsZEVWVTdQVjhyLXhhbEZRdUtGelltYVFldTNySXo00gHwAUFVX3lxTE5CTXA2OHh0THhaZnRTVktiMHhneno5TDJkSGRoenZoa2VtWmh3Z3hpUXo2THRkZmJ6ZDZFMm8zSzZQSlRQdmdPYVBUOGxTa1NLcllvN0txSDJ6djd5Y0tSOU5qc0RST3BuZU9iZEtIb0hfd3ZTbXpmcXMwQTZzMjlsbWFiS0NqUWh1eVVUQnBLbVpTc1RkcWNrYjhseUZYT21VTFVZSVUzeEZoTWlaX2RyWVFER3JfazhGSUFOOE5HNUE3WEpNZERlVE1pYUNvYmhtUUxHZ0FUaUdSbTU0aUdLWmhyaWR4dm8wSnNJYmtENg?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-19
77,Google,jio merger,Hindustan Times,"Delhi techie snags ‘JioHotstar’ domain pre-merger, demands Cambridge education funding for sale to Reliance",./read/CBMikAJBVV95cUxNZXJrNlRhXzZZUUM3S1ZadWVJZTVxMGVZYUNPTlREaWRtWkw5RmJxaW9HejFKS1hmc0lTV29TTk5OUnVnSXI4OHkyVW1vb3o0Z3JuaFp6d1RqZkRVelNLT2xiY2I4eWVUZ0xHZ3ZQOFF6WGpORG1pRHF5T2hLVVdXRzRLZlVYa0lndlI2MEZyUXJ2bEY1bjAyTW5ZSGkxX1pGZzlJTnRybXFOU1NsS2thSjhTREY2dDMtUmdNWFFCN251ZDc0ZXBzTU52alZnZk41bVF1QzdUTDlDdnEweURmS2lFbTg2enNMcG9YSkwwTWtDRzdnSFBabXZSaUVQNTJxZUlscWRONGFzdnNlWFhyctIBlgJBVV95cUxQWGJlMjRQVmI4YklQdGlTZGQ0azdpd2RFNEwxZG14dEJXU0dUM2J2RkJ1NUY4SllpYUo1ZFVhVGFnUGVjQ29oTDJqb0FZT2EwSTREQ3NPN0FVV0dFOFdNdTgtRTlFQ3JsUnl2MFJvTnBINUZ1X20zaVVZR19sTzh3ZHIxQlljcEpJaFBESzRBM3htdmtrV2F6SWcyc1FLR2FTWUpXa3MxQ3hZRjRSaU5vMldFN2hrM0xYNVo5TU9NV2FZSjJaM0kwei1fNGt2YzlGUzV3aG13b2dZVUZtaUx0NGpKLXpYRDNjVGNwaDlVSGF5bXg2eDRuOTZuWGdVc3dJcUxSSmJRV25GUkxmVl9oMEZ6R0NqQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
78,Google,jio merger,The Times of India,"Reliance Industries, Viacom18 and Disney complete merger: 100-plus channels, 3 CEOs and 5 other biggest h",./read/CBMiwwJBVV95cUxNZDlMc05xSlJHbk1xYTF0TUJDX2t6S1dMcUl0Wk04TkxoVTRQRmpwV0dNX2cxTHBOdFNJRjhxRTM5a1MtV3hxM29za1JyQ2RhTnZIUnBTdzIyb3Y4M0xXQjRPdjBjdUhvaEJBTngzaldsYWlyX3ZSV0RFWVFCakVtbW9MamhBd3R6R2d3cXlJMFRweEpIZFF4d1dlRC1vN0RRMTd2TEhkbE1ZbzNUNlhFTFJ1SnoyanR1MmxNTV93ODZwdlhzUGJIektlLXNjeWhxRHVmSFFOdEY0dkZlTjMtMkY0RGFnb25CRGxTV0xCdHNzUUJUR3pGMC1tczlwanVHbVZaYS1od0txNFRsMnlGYXlUdUFfTjNpREtueFM5RzYtdXpITHprd1NTVUVaZXY4REduY20xWC1qZ3lrbWtLa2RaTdIByAJBVV95cUxPQnhwRUFiVjNDbXl4eHVPX1JPUXllS0Z3X3liMEZBREVudjZNaTRuY1NIa0RwaXV2dThUTzRQcVR6VkFDSk5ua0MxN3pRb1dIUVVuRUVqR3RnMGxrY1JtdnhhUXlVSjZlOE1BMDl1d0NzaGk3RjhYbXhWQ0ViRGRYdDY0VFRPTHpfMW9rbXU2akZkMG0zcmVxRWdpSWNwR3BkYVpscTBJdHRCQmptcmFKMF9vbXpodE8wSHE0X1QxYm9laFd5OTBFVjg1c2FkMml2OElYMndaSjNkSGRNd0p6Y0VJZGVia25jT1JtLUNweURNVmRPVm51TzFlMXgzNnlJeFBmdDlpRjVWRTZ4aVpkcF9vel91ZGZEUFZwTExLeVd1Rk56RVJGSEJxMXNoYkFoZUswZ0xiemFNdWtuNFc5SVZzSjZpalU5?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-16
79,Google,jio merger,The Times of India,"Reliance is 'killing' JioCinema for Disney+ Hotstar, these may be the likely 'three reasons'",./read/CBMi_gFBVV95cUxPWFRnMmVxNW1RMElLcmR5aHNfZ1pTY1dPZ0VSRS1WQ2FtRUcycEFRbUFnZ21ldEpRMGgwT2hadFpjVkp6LUhXblVXRlg2UUpXRi1Lc0pxeHB0SmVwQll0MVBMZkRfTDNmVTkwbm1jTmJSUnVmbWNiWm56RjEyRE4wa2ZvRW82T3FoUmFod1o3TjJPVjJkWTJWb2QzZDJNZDBnWXpzSjlNY2otUzM0YUh2empla3J2cHJIbTVlZW1ETmJ4bmtnbkloZmdVTGg1dUVUcXBzb09DTm55Zk5MZ2RTVDFyY3dWR2t3SEJ1c3ZuY1hNcmM3RGpMaXZNTFlTZ9IBgwJBVV95cUxPNG9pUk1TdTZIbmxSZmxoejJ3bGZhckRQdklleVFHX2kwMEJmbV9haEwzWVNJMC1oMHhEekxkbEZrd09MVFh5ZlV1TVF5RW5fbmtZNUxISndTTlBDZHh6RDhQNnJNLVlxOWcyV0tvOG5zS2t3ZWJMMXdoYUdBaUVDa3h2NXptWHJ0MWgxSnRqdXpWRnBhYUdteWlHMWJHcDlhWU9wb2htNXV4YU1VcjFVZ2pkS0g1WU5nTTBzMmR4cWlCMVpjLVdSdDBwejgzZ0R2OTRsckV6SVI3N09lNXlRbUFLdTlJMHZLMzNtalZOWkJjXzZDdnY1cHg3OHJiQVpLVmVz?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-21
80,Google,jio lawsuits,Hindustan Times,"Reliance threatening legal action, says techie who asked for ₹1 crore to give up JioHotstar domain",./read/CBMigwJBVV95cUxOOC10S0otdWljTmtQWjkxd0xEX09LZzB5RzFzWW5vYjNHVDJjOG4wOEUwakE2bVhoWXpocWJwRnVHM2dnNjI4NW50V29TajFsWHFPa3dEWWxmS1NPR1duUWFyQ1EtY183Y3o3ZTVvZ3BZdHRMQ1R0ay1xdTVwRTZQTkdlWWgzWkdydjlkYy1sWkszMEtMdXZfX2pYUm1QSmt5ZllwNThValBBcWI4My1zWFhLZUp1dk40QjZSa0hFbFFzVTN2NllGUFhTeXNTLXR5MHpJUldLcmdSS2t4WWRwbDFsekYtTUw2RjJNZkk0QUUyR2VsUlgwMUNDMXdNRVltd2Rv0gGIAkFVX3lxTE42SUtZcVh6dmFjSjlxVmI1T2RuUmJmUldiM0o4RHVlV05wWlhTQ2g2aVcyRzlydGZ5dzR3Mi1kTWlDVUZicHhKWkhlUDJZeXpLOFowSkEyUThmbTlsb1BEMmhVNnBZN0k4VTlOb1dYcnBoRXJDME9NcGJWVW9EaHluODlzd2ZRcThfWDJDUmt3anFTazJiWVFsU0p1SFM5eVlyWG1BWHV1THpJYkxtNXhySUNMUG9lazdWRXBGcmNRYkNuaGxCQjFkVm1iZXc2TUMyNzM1V2JQV2NrcElXNjFpdkZhYUFKT0xNbU9wcGppZzFvRWdRWC1Dd3JfVlNaMk5uTzNXMXByMA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
81,Google,jio lawsuits,Business Today,Developer allegedly faces legal heat from Reliance Industries over 'JioHotstar' domain,./read/CBMi6AFBVV95cUxOZHFVNGdycVpIZU4tZlZJM3hDSjJpbVFRcl9OZlk0UXJWd2lRc19fVTBud0RzVENvRkZmZl9NcFJCQzRodzFEb3pUOUtrVklVU3RuMkpJb0VoUGRHTHdvZW9aOEFOSjB6M1E3Q3EwT29tNEZjUzFhU3U5UmZVQnp4R1d6eWdsR3ZiZm9mYmlSRVhYWEFmZ21MeVRlcnBHcnBUU3RXdEdWaTFleGJYRXBxOWNMZl9yaVpFcmgzWHBTbmljVzB3TkRqVG1vTWpmcDN2ZTBYMThlYkQxVWVzVnZmdUFsdHB6RnI4?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
82,Google,jio lawsuits,Digit,JioHotstar vs Delhi Techie: What is Domain Squatting and can there be legal action?,./read/CBMivAFBVV95cUxNVHQxVlFPdlpFS2c5SlRBbFBTb3Yyb2dvT3lGU1NWVUJSUEExQTlzYWlQWDFTVlBEdy1LQ0kxSWpKZ3hnaEJfLUVzZmswUG05alFScVBmSUdBa3pKbHdRUEVvWmkwSVRuNDlfZU80SnBORXFZQTFYZE9GbFhtcklScXRyanVsNVZaaW85QUk0WnlMSVl2VkxDNDJUOXFiMU9rTG04S2x5QmtFanE4b1JOSDBaaV9QLUtiUEY4bdIBwwFBVV95cUxOUzN5V0UwUk9XVVJuNTU2emlOdE9YSlUzMXNLd29TcjRGSXNlWHo4cENTeFZIbVV0YnU5STh1bkI4MFNXSTlQd1I5MV9mZlV0eE0zeDJXQmJ2MXhvTjMwNC1WaHprM1dzX2VuT0ktaUJidVpOOTYxY2g4Qk85YjZfVVUwVUNscUp1cElicVU1QTdidVV3aWdjeFpLUHlLVzI2MjVWTlByOW5aRUJwNFNJS3NUa2loWTBmQmpOcDYxMm5QMWM?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-25
83,Google,jio lawsuits,Communications Today,Meta to pay Trump $25 million to settle 2021 lawsuit,./read/CBMilAFBVV95cUxNdXBDRS1IRGMzbzFab214ZnNlYXZTMTBmV3JReVlFd0IzNG9rbUpLT3VCdV9LQ2dCVmFXN25fc3h3ZlVpbEJlVndra3VUZzNlUFBGMnkxQXpZRjV0UWpfSnZERGltZUw5cHdRX2toc2ZfNkhMWVdEZXRXaUVQLU43YS1mTmZ4Rl9QSzhCbmlVR2liS3Zk?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-30
84,Google,jio lawsuits,Business Standard,"Disney, Fox, Warner Bros drop Venu Sports appeal after Fubo merger deal",./read/CBMizwFBVV95cUxOcW1iUWNqWTdScVFGSU4tNVVMUTFWZU9rUUNCc1N3dVpndmoxQnExX1l0TVZweDFGSy1vQi15M1ptMC1PUDJuMEVZSGhzdXI0TDA0cWg5amQtalczM0FWTkNiR09EdGY3aGFDeWI0aHBOZHdJemZqa0pzODIyaExXSjAzMGZFNnJFUGJvd1dYWldRU1QwM3MzaW5oVzFlSkVyNzBRNEpWMjdoZVNsb0xZSnFFLXlxeWJmSkJVeWJsX25tMk5maDA0ZUdpSjZSZXPSAdQBQVVfeXFMUHVOTVJQZHFaOTUwd2ExQkZvYTlmbmlncF9aY3o4bDNrRkN4d2NQVVUwaGQ5VXhVSHNGRzl6UjBCRHp4QmpobGxUYnlrb1pUbXdHUF9sc0VkWTE3akVvZTF1RERaZndaZ3ZZZldxd1pjQ0wtOWdmRFN2U2NBRHlnV2ZBdmc5d1Atc2x0MFhoQ2FmWmtlclhINGx5Y2RFRHJLWTF5VlBfWlN0NE9uaDNUUlhRMkY4Ty1qa0ZvWV9aRVc1SWZCQWc1V2thX3JCYkFDY2V4ZEU?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-06
85,Google,jio lawsuits,The Times of India,JioHotstar.com ownership dispute explained: How JioHotstar domain went from Delhi techie to Dubai sibling,./read/CBMilwJBVV95cUxOX1ZXNnZSRUVKMkNsa3RjU1lyUFlSQlRwenlacm5jNmlWVXp5UmNzXzRTZVI1Y0RqeE5GamRTak93dlEySmdQOXlKMEt6SkJhdEhhaFJSLXJmQUZUbXFCRzBETWZzVTJiTkdiMWtMWVJYMm9XNzBmb29KNE1hVy1nb2QyTWJORlZMTVRKc3k0SXo2MmNuaF9ubE15SEgteVhKcnpXdC1xU2lvRllXZGV5M1doUl9UYkJNVnlWZ1ItbUhDUVhUWldHckdaWDFMcjlJTEhxb25RNVBVek9SSWs1eV9LV1NiNTNXQWFpWVZuSHBNMlZzR1BTNTVVWkVHQnl4VnU2MmZ1SGxyeThDRy04VFBRQnFTalXSAZwCQVVfeXFMTXZTeDEyRUYxQk0yelNwUFNYVDhLMm9PTHo2YjVUUk5BaFdPZ1JaN3IzZC1nakVuY1BqSG1VY1EwZVp3SC1RQkVtT0dQRnBUeFZPc2xjNE1PYlFsYjhRaE54bUJIV0s1eXRQS2xjTXFWUDBYYnZpblpCazk4UW9nbmZTcnktNlVNR0FnaW9EVkxGOHNROGN6WUIzMndGUUQ4aS1kcDd2ZEIyX1F1MGhHQVo3R0U0LW1uMC04bjJ1ZzFkNHRFQ3BWZ2h5X1VNLWJOaFI0QUc3SE8xeXFWRE45T3dETmZtUjNkckRwc1ZCV1RQamxwUnk1Z1gzeW41M2lXSmhEakZmOGh6U3hkNmt0MXBQV0gyY1VtYVl3RGU?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-28
86,Google,jio lawsuits,OpIndia,Techie who bought JioHotstar domain ahead of merger says Reliance denied his £93k request,./read/CBMivgFBVV95cUxOdm1FcFphbUFsR0ZUWkl5dXpTVFpvMXpfUTdST0RrYmUtdWJDS056c29lRm9ZeU1KNUUzem1VUXIwZktLc21hSUZta2pQYzdEQzdjbFRRR2VadTFoMWFXQUo4RTJodWFVeGZfMGtUSnpJWWh6bjAzMEFZR19nRDBXRVZUbFJIYTFIYUhpd2ZjRVJ2U05oYVJnM3NING1CaS1lbnJYYlpZcmVlYXhBR3RTaVhFM3VLVnpsV084SjVn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
87,Google,jio lawsuits,India Today,"Twist in JioHotstar drama, Dubai siblings claim they bought domain from developer",./read/CBMi0wFBVV95cUxQbWRxWnl3b255SGRCdjV6XzRRazg4bXlHUHZpMFB5Y2pPMUw0czJTU2J2UTdlWWw5WlBWN1l2NG5kY0RreG85SlVfSlJNU3Vaal8wbFJZdmZaMkJ6Q3p1R1JibTZvX1BoT2QxZFFQYlBNMXllN05JUlNVbTFJNERiaFVPRmtNVm1SVGVLZ05RQW42RGRaZC1XX1JOZHVqRnd1dTJXeS10ZnB0eXZCYzZTN3MyNlFzcTlrcTZJcnpNdnBtVnFycFdPaFZqMzNWaDN0T1p30gHYAUFVX3lxTE5rS1J1Yk5yU09xZERTbkQySEhmZGlSSmZJYnRnU2o1T3dGVndNX1hfOWJZQmozZjFqSUE4c0hES3NKSnExSWhuRnIwTU0tdGdOMFpjRUhDYnVvUWFyeEtlalp3bzU4em9xZ1ZQM0xzT3c5MHZIU0xMR2FRcE5IVXNlZDY1cGJTNHF1QlVsSmVZYzVPYUd3dnRQSVUyWWlwcGEyZmRTckpKRHo2aE5qaXRVOWllNElBdTRpTFNxU3d1UU9rakxQNTJobmFxWW5nel9hc3lvek8xWA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-26
88,Google,jio lawsuits,MediaNama.com,Earnings call: Reliance Jio saw 250% rise in data traffic in the past three years,./read/CBMioAFBVV95cUxNMmhBSm44dFRqTHR0SHY4VnUzeFdCTzk0V2stUXBaUk5fRC1xT1B0UVVBYWVRb2N5Zl9QTVprQXpORm15cGNnSmJrQllwTHBRTDR4dHZPMjMtVVNyTWhZdDZZSlVONGhXNk15Z0ExdnlFOTNfb0dSMW9GNmdqLUVIWjFDMXFKaHp3VUVXRW02ZXFXZG1oZVlnSnc5Mk1SRFdL?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-04-25
89,Google,jio lawsuits,Pune Pulse,SIM Shutdown Sparks Legal Battle: Mukesh Ambani Taken to Court Over Jio Dispute,./read/CBMiqwFBVV95cUxQZjZZZjBXZF9FSWVielhOY1VzdEUxcW8zWWltUHhQS3hBVUtFTU9Nek1uMzNIQno4aVR1M2VYQnNQYnF1dGZVX24ya0dDTGRxWmt2WDZ6Rmx4eUVBbkIwUzJMRVVjVFZCWHBVNlNPVjh4cVh2RzhyQ2dFTHVicmJHZENHOHZwV2xzem9LR0dTTlYtcE1aNkQ4UE1OSFRPbU13SWdQa3JpYjN3T0k?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-08
90,Google,jio lawsuits,The Economic Times,2024: Temple-mosque disputes mushroomed in UP after Ayodhya Ram temple consecration,./read/CBMi8wFBVV95cUxQbVk2ZEk0UXM2bkJqUmZrWmY1bmZJSnFydzJVNFE4OGRpRVotNzV4N18tcXo4dUQxcmNETGwzX1Y5eGZzcHc2OEl1di1XX0tXRzlHWEdHaWFiV2w5bm5kc1FUemFrVnRPa0pWLWFRMlQ5elcybnAzOWJBVXR6QlR0M3ktQWZxMjRnUVZpTERKX2g3c3J6ZnNmRzRmWlhKSDE5azdhcWxfR1JVaGZaZDJvbFozN2JHdWJBOFBlQjczV043NUZHNk93b2xGLWJkVlE5czgxb2luMlNGQjJGNnIzZFgyam00Rmo5eEhKR1NnOXpKMlnSAfgBQVVfeXFMTUl5Z1VDbFNxQ182ZWFBY3NPeWNuN2l6U0R2V3NWX0hQZjIxenNUSjlWTkl5aGpUbTNnU0xqTWsxcFEtSWtrZElRU0RRalRQTXB6RE5jZThoeUtQTzJhY093dmphM1l1M1gzM19XUGxIZk9JWDFhbWVHOXdXWjdkUDQxNmRsLXhtdmlNQmZQeUhKVV9tTmxUNEJuczFjdk8yTXgxQkFKcElOMGhTZXByTkhfb1NGclhXSXhwdmdPSU42OS1Nd09xZzZVR1k3ZkNicmU1cjhlcnNacjE5T2VhbG9NaWZTSHRiNU1sVGJ5Uko0QmlRTVVkV2o?hl=en-IN&gl=IN&ceid=IN%3Aen,2025-01-01
91,Google,jio lawsuits,Free Press Journal,JioStar Takes The Spotlight: Will This Be The New OTT Giant After Reliance-Disney Merger? What Happens To,./read/CBMigwJBVV95cUxNd3dIYU9SY0tDcVQ2bDZJbnpLVGlmR2l0eUdLQ0cxTENldG9COWhTdGNvcklCZkFIVWZTN2VOUFdSUTBvRkdrLWREQnVrbGZQa1l5UVhsSm1aZmFwTDhUcDRUU041MUtoRGhhTHkwd3cxcHFfRE9wSXU1REV0R2dpY2VJeF9SQkxPM0hvNEFFNVlMRDNtRmZ1OTE0YWhHcWR5RkliZVVfLS1tM0RRZEhGUVFLY3hnRS14YjgzYWtfWWJWcHREaXI5SV9yTzBVX1RQenUwRE9JcDNzVGVxeWoxRDM0N1pDZjNpaTZYSm80LTc0cFRWSElYcmY2b2t2Y3V1N3hZ0gGIAkFVX3lxTFBZUjVjSUp3UlNFSUstcGNYVVM5c2N5ajUtNjdCMkNGOEdhV2xOc0FJekJTNzBpX1ZIYnlmU2JDU3JGVjRrbDBfMWlrQVlHWGNMS0xYclFBTEtsdUxuY3NjX1hoa1ppZEx1ZHc1UDUxMG5nTExMcnRhc0phbDRqSVhNWVkxZVBJUDR1WUZESHNweGpVMGRDb0E5djJxZEZuRE4tU25HQi1FSndoYTJMT2lZOTRNZ0hINW9RM005c3Z5UDBmc3lYbkg2RkJGZTZ6RV9KZlAxRnRUVzVNTkRuWHQwb01rcW4xYVBTVFJlckpjamE3WG1meWhrc2J3Q1d2YXBMSFdkS1lvZw?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-12
