Search_Engine,Search_String,Publisher,Title,Link,Date
Google,jio lawsuits,The Times of India,JioHotstar.com ownership dispute explained: How JioHotstar domain went from Delhi techie to Dubai sibling,./read/CBMilwJBVV95cUxOX1ZXNnZSRUVKMkNsa3RjU1lyUFlSQlRwenlacm5jNmlWVXp5UmNzXzRTZVI1Y0RqeE5GamRTak93dlEySmdQOXlKMEt6SkJhdEhhaFJSLXJmQUZUbXFCRzBETWZzVTJiTkdiMWtMWVJYMm9XNzBmb29KNE1hVy1nb2QyTWJORlZMTVRKc3k0SXo2MmNuaF9ubE15SEgteVhKcnpXdC1xU2lvRllXZGV5M1doUl9UYkJNVnlWZ1ItbUhDUVhUWldHckdaWDFMcjlJTEhxb25RNVBVek9SSWs1eV9LV1NiNTNXQWFpWVZuSHBNMlZzR1BTNTVVWkVHQnl4VnU2MmZ1SGxyeThDRy04VFBRQnFTalXSAZwCQVVfeXFMTXZTeDEyRUYxQk0yelNwUFNYVDhLMm9PTHo2YjVUUk5BaFdPZ1JaN3IzZC1nakVuY1BqSG1VY1EwZVp3SC1RQkVtT0dQRnBUeFZPc2xjNE1PYlFsYjhRaE54bUJIV0s1eXRQS2xjTXFWUDBYYnZpblpCazk4UW9nbmZTcnktNlVNR0FnaW9EVkxGOHNROGN6WUIzMndGUUQ4aS1kcDd2ZEIyX1F1MGhHQVo3R0U0LW1uMC04bjJ1ZzFkNHRFQ3BWZ2h5X1VNLWJOaFI0QUc3SE8xeXFWRE45T3dETmZtUjNkckRwc1ZCV1RQamxwUnk1Z1gzeW41M2lXSmhEakZmOGh6U3hkNmt0MXBQV0gyY1VtYVl3RGU?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-28
Google,jio lawsuits,ETV Bharat,Bihar Jio Subscriber Files Complaint Against Mukesh Ambani At Consumer Commission,./read/CBMizAFBVV95cUxQdWpfSHFnT0NNazdFelZRemlwNWg3eEVPNlU0RUk5Z0Q0dmp3d1ZuRldZRWlUMm9zSkdLb0Q0UUpYckV0dU4zbFJ0b0NkVHRXWjVMYzBmUDc5bGJKS2tsX0dVUElGeUNHUHgybXBjTTh2OF9xQ3pacFhOOWFybHlfVmJuYkFKelZ1RnA3emozY2FoSlF3aTk4UXFVMHg2SWxPM1RtRmpCSmc5bkI0Y3RUZ0RJTnFUampQeDVlY3BBbUs2OS1GaGJ1ZmxLQ0fSAdIBQVVfeXFMTTFiTWZoVVZHODRXeVh4NkVxTmhhV3N3ekdkNnplc2hqTHplVDFReVRnRFI1bjRqeVVya3FNcVZRU2tmdUY5cklreG56TGRNeVVORDltM0w5OUVLY2JmcDBya3hmWVExR1NjVm8xdUg3R21KQTY2Vmp6ZkZTOEtSWUk4WDZ2MERra01vREpsSktwMElLWVNhZERnMmxwdTNyN0tkb3hjMzdGQ01LS25JQ3JldVRVdEZrOE5uT0FpSnl4amZQYVRobF9zc2otV0RjeE5R?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-07
Google,jio lawsuits,OpIndia,Techie who bought JioHotstar domain ahead of merger says Reliance denied his £93k request,./read/CBMivgFBVV95cUxOdm1FcFphbUFsR0ZUWkl5dXpTVFpvMXpfUTdST0RrYmUtdWJDS056c29lRm9ZeU1KNUUzem1VUXIwZktLc21hSUZta2pQYzdEQzdjbFRRR2VadTFoMWFXQUo4RTJodWFVeGZfMGtUSnpJWWh6bjAzMEFZR19nRDBXRVZUbFJIYTFIYUhpd2ZjRVJ2U05oYVJnM3NING1CaS1lbnJYYlpZcmVlYXhBR3RTaVhFM3VLVnpsV084SjVn?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,Communications Today,US Supreme Court allows class-action lawsuit against Nvidia,./read/CBMinwFBVV95cUxON3djWVQyX3V6aGVWZEhoMTFqajY5b2FKWndFNDVCX1lfOUZncXF0Q0J0S0VKcmNEdFUyTnhoZjMwSUFJVVhTQTlEZ0xYVllrNG9xZDFDM0MzTlhvTXhOdW83NGxHaTRyOGh6a0trWFFieHJwWmlaUGhBQUViNURIdXFKdERYZWVHQ0hlNk4tUGdlTE1ibEZIS2k0RGRTZW8?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-12
Google,jio lawsuits,DNA India,Jio Hotstar Domain Controversy Explained: Full Story Behind The Domain Dispute; Meet Jainam & Jivika,./read/CBMi2AFBVV95cUxPbUtWbDZLZ3NsTUJ4THRldFZ1NlNMbFpCMGtTRUxJSEtpVFRMTTE1VVFZSlJmNC03ZHUxN3JwZ0ZrVVBvNnE4UVNZLWVWRDBRRU9ra2tORzY5TjI5Y0gtdzdYS0ZtWjFZUU1tRFFkLXFpQmRvN3J3QWJOMFlZVUlLU0NLWkw3cVlvcEhNb1VjMktOcVFUQTZHa0JpSy14VlcyazZzcjZaUXVhM09TSXduQTJER1BYbVVDenFRMFRBMlRZcHMzNG5wOUhnczFJVjJjbGExWjNaS3Q?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-28
Google,jio lawsuits,Pune Pulse,SIM Shutdown Sparks Legal Battle: Mukesh Ambani Taken to Court Over Jio Dispute,./read/CBMiqwFBVV95cUxQZjZZZjBXZF9FSWVielhOY1VzdEUxcW8zWWltUHhQS3hBVUtFTU9Nek1uMzNIQno4aVR1M2VYQnNQYnF1dGZVX24ya0dDTGRxWmt2WDZ6Rmx4eUVBbkIwUzJMRVVjVFZCWHBVNlNPVjh4cVh2RzhyQ2dFTHVicmJHZENHOHZwV2xzem9LR0dTTlYtcE1aNkQ4UE1OSFRPbU13SWdQa3JpYjN3T0k?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-08-08
Google,jio lawsuits,Hindustan Times,When Reliance threatened a Hyderabad techie with legal action over Jio domain in 2014,./read/CBMi3wFBVV95cUxOQ19ZU2d5aWxJNncweXp4dHRPQ1NqVFRpY1Z5ZFh1a3dPYTAwQ2V3Vm4xdDFuOFpFTUhrZDRFTVpMdkFYM2VCQUxBOWNnVGdhaHVHZUZid1NKdTRuNnVZYmhrLVZsSkZOeWxNYWppZGsxTFpWRzlXejlIQk5GaDRac0ZzYnZ2ZW5JZHM0aS1aUDdDR3IwbzlnUXNnUHFRZi1YVm1EaUh3TkhjbDJuN0xoemFyTk43T1Z4Ml9rLS1WbjdaM2NDbFBWVHVhZ1lvUFFiVGNWZGdkNXVtNE9yNFFR0gHkAUFVX3lxTE9tZDkwM0VNRDlWM1Awbk5QNnRNdmxIblExSFZSNlR3WEQwZm1Db3FJUzR2ODNqXzRfWXJzeWpXeFA4ZDEyMGVGOHJOd0JnTFNGNnBGNDlJR1gwM2NNRjBJUTd5Vml1dUl3UG53RS1wQzlORkxmSG5zajVMTGFwREJkb1hhTzg3RHJQWUNxeDRjQTlhS2RCR1lVX3ZrMXVqa19UY0RYdFU5LWdtMFBrOWlwaTRRdl9IamQyOGNtN1lPdHlUcUZzeWNIZFRwal9SUmhFYnVsWVVZM2ZFUm0tTWFXRFRNXw?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-25
Google,jio lawsuits,Business Standard,Disney settles lawsuit for $43 million over alleged gender pay disparity,./read/CBMi0gFBVV95cUxPbFN5TWctTW9EMDA3QTdBMW94bHNjT0s4Tkx4bExPbENTYldUcmdBdXpDY2N6OVBjOWNWcG1NSFpqUWJtRFVRSlkta3BjT2MyWmZpa005TVBRRDdoa0dqUjUxd0ZBY1I1TndXSDFPbGxwOUxTSkxJdHBwQlJkcGJWT0hReDF4dFdkLWpSamEwQ3hDdG40RF9zbGg2TkVmNTEwUDQ2bFJEcEpjaGxSZzNhWE9HV2xwR2hneXN3MXRmdHowN2dHVFF4amNCN1BmR1Q0NlHSAdcBQVVfeXFMTTZoNXFTaDJIbW9ybmFUdEVaVm9Yc1hEX1VEWFFYNEE4SW5uaEJ1WU9UcVJvdUdpSVJ3a2F3dHFSOVh1TjNWTExMT1VVaHNuc05POURpVXNFSHJvcVRYTUJoZjFhVVVyWm9oQ3R5Z2xVVFFtaW52VGZXeE41ZmgwQmxLQy1Uc2oza1hsVlBiNnJHaWd0OUtsMWdTcENXNGZjaTE4VVRLTTN5TVctTmtjYXo0emt4aXE0Mm5hLXhyV1ZLcE1qYmhaRURpc1RGblJUdGZxYWtORW8?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-26
Google,jio lawsuits,The Economic Times,'Can't stand against Reliance': App maker who demanded Rs 1 crore for Jiohotstar.com domain name seeks leg,./read/CBMijAJBVV95cUxNR3lhVW9BZVhRQzJPVjdzTzYzR0NWZnNUREhGbGFxMUxfc3dIVG5NOW1vbmF0cFNkcU5NYnRMbWNYXzVCUDRCR2FXQ0V5X1pFUnlBRUpYQ1ZkcmZJcUVGdHR6WmdYRy05TC1udThsRzJacXJQVUQ1SUk5OTdTY0x1VkNfbk5PZmpqTzU0c01XVlNVbDVXT0VTRzNEQmdFRzlPMTBMLXZtdXlEVU9CUHpnME1vR2RKUlJKdTkxVC1oLVlvb0c0eUpYcVFqX2Y2R3Itb0d0ZDVSanduY1lhc0ZjWFZZaHZ3X2wwaGF3VTJ4VlNKT3lMcjJPWGVlZ1E2elkxdnpBM3U5blBVUklE0gGSAkFVX3lxTFBqRFFZWWhMREUyZEJFVEFrYkZwLUQ5enZORUZjeUZjeXRxUUYwbTdfQ0tUd2ZzbDNLM1FqTVp2TFRxc1ZjMkEteElDMF9nTHlYWFZOWnRHSG5VLUJ5YW0wUWNzVEFOVlRWd3hpYVlGT21RQWpwTEJldTYzRlhSZExNdVA2cVJfZXBzLXRYV2dkc0VhTnAtZUo4OFZDSjdBNnc3N2pveDVqTF9QV1VFR0VXSEd2M25Eb3V2QzZmQ0pYVFl0Wm9uWnRDWVRnVFAzRGJYaDhzQWNpVkNWWjNtMTBjcnF0Z1drMVdpeU11anhLTEFQNVR3MnJUX3g5bUFzNEV4U3FkaDFuU0xINWl5Wm8zUnc?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-24
Google,jio lawsuits,India Today,"Twist in JioHotstar drama, Dubai siblings claim they bought domain from developer",./read/CBMi0wFBVV95cUxQbWRxWnl3b255SGRCdjV6XzRRazg4bXlHUHZpMFB5Y2pPMUw0czJTU2J2UTdlWWw5WlBWN1l2NG5kY0RreG85SlVfSlJNU3Vaal8wbFJZdmZaMkJ6Q3p1R1JibTZvX1BoT2QxZFFQYlBNMXllN05JUlNVbTFJNERiaFVPRmtNVm1SVGVLZ05RQW42RGRaZC1XX1JOZHVqRnd1dTJXeS10ZnB0eXZCYzZTN3MyNlFzcTlrcTZJcnpNdnBtVnFycFdPaFZqMzNWaDN0T1p30gHYAUFVX3lxTE5rS1J1Yk5yU09xZERTbkQySEhmZGlSSmZJYnRnU2o1T3dGVndNX1hfOWJZQmozZjFqSUE4c0hES3NKSnExSWhuRnIwTU0tdGdOMFpjRUhDYnVvUWFyeEtlalp3bzU4em9xZ1ZQM0xzT3c5MHZIU0xMR2FRcE5IVXNlZDY1cGJTNHF1QlVsSmVZYzVPYUd3dnRQSVUyWWlwcGEyZmRTckpKRHo2aE5qaXRVOWllNElBdTRpTFNxU3d1UU9rakxQNTJobmFxWW5nel9hc3lvek8xWA?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-26
Google,jio lawsuits,The Times of India,"Government’s advisory to telecom companies, Xiaomi sued in India, Vodafone-Idea’s Netflix plan and other",./read/CBMiswJBVV95cUxQVk4zalhrZ1pWSkZoYjJhc1A5UVI1MzRNaGlQUmRuc01hcEJNMEtZQ1cyd0c2Rnc2S0NNcmhxeEVEVUQ5NGxkYUYyVnNGMDhTM0M3Y2VaSUgxVWhndS14OXBNNWF1TzZUay0zcmpsNEd6TkJKSG8tOUk5dC02VVdMWFpsb3VEYm5zaXhFY1lCVllZR0hWakkxa0swbHBrWTJsenlveFNLLW5mVkRhZ0loSlBib1R6Y3NVMU53WlBuMFdfaEYxZHg4S09QZDBqTzQzbjBCMkJyQmtyYXlmT0JvSGdIaTNNUW5GRnA0alhXcWVMdXFiRTJlaGF3QWtpUjRyWnpDR2FWcjJuQkNfclY4RlZhVTBIN3RkREh5U3VBcEpPbERmT2lkd3BsWElWR3hDUG930gG4AkFVX3lxTFBqaWkxbDAwQk9SQUZ6clRzREJzVERzdFRsbWVuc05LTXh0VGsxeldBSFo2MGVpaG53WXd3Vm1ESng5cHJYajZKSXRRSnNVdncxTk5rcmNuOGt3bUlhMmRYZWxSN19EdVRZYnNvWWdfQlRSdmZLamJ3UmNwX1pQWXpfWWQ1djF3QTl4dTl1UkVOMFBZS09zMXA1OGxkekJPNlFwMWlBZUNhNHlzbXV2em8yVVNRbHR0blBDRzlCV1AzR0ZWb2ctVkU3Q3RreHJDWDlYUEdXYW56WDN1QkxJUl96MWUtblNRWkVxUGdaZmVzanBCa0lRNWpXWTVoTWdjeWpaRGFpV29BSTA4SnZoczJpR3RkQ3ZqM0dpNmctb1FtbnJSUHRfSWFFV3c3WXE0TjBvY3lQMzFjcg?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-06-02
Google,jio lawsuits,Hindustan Times,"Techie's message asking Reliance ₹1 crore for JioHotstar domain mysteriously vanishes, replaced by...",./read/CBMingJBVV95cUxNeldXMmVsQ1d0cERsNHFrNXFweUxueU1XTjRHWkd6NGxuN0xSRUdFdGk4ODhHdWtRaTNpV3ZpbkNURmV6Mjk2LVlRTVg3bkFxS240TjRVUmE5ZVlTMjB1aXNfNVBQQTBfeXdSdUFxMUwxdjlwV3NfdmhjXzBiMUFDZEVOY3FoX0JxNjNYR1lWUzJnOHdqN2N1aUNLUF84T3JqZDRXVzdOMVBmNVZ1VU90QWZUZnJyY1VCQ09mbE5UUm1QbVd3R01KbGhpZEdkMVB5TTYxRW44aTFLX21wSUthYUZlc2RiTUc5VmRabUxxbWNhUlpYcXJiN2JLRi1wVHVXMFJDV3drUktteTJhU245Z3BPWllUaGlUZ1lHbmln0gGjAkFVX3lxTE5qQzI2REZIMi0xajVoM2pxVWJTX2JLOHJlcVdLZGpkeG9iUjVtVXNfU0hMWWU2cWZVQ09PTDRncE1ZVXhGVmR6WVhLLVZPZjV4VUtMQWxieXFPcHZVVjRBWnI3eGFkQk9wbW1uMVVWaEcybURNMXE1UXBzU2M3RGRDNXdQZmdmZVl0QlZINkdibXRJSWFhSlp0dlJDcm90MlhxN0xvbTJ1SkNYSlBoaU1iZzkxZ1R6ZzllRTZrczhJOTNza0UyZWdnMEl5SXFKaTJDX2h4N3p5NExzdEtBZU5uTzMzaTBwTXNPNldlU1BqOHltVGNtUXFqeGUtcGNrSEpqSGhIY2JUaWxKZ0I0Mjh5QVJEUExic0dpcGtNOFR2YzRldw?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-10-26
Google,jio lawsuits,Business Standard,"89% of Indians face call drops even after tariff hike by Jio, Airtel, VI",./read/CBMi4gFBVV95cUxPQ1MtdkllWGN6SjdJYlRvdHk2U053V0picWVmc3RuZUMyb0EtS2hJOUNfR0dnS29kZ3Y0WHFHaUp2NnVaa2Y0cG5MeE9RaG1tUDc2U2Vqa3JEeGtRVGhOUXFGQ242emtqZ004Tl8wUEpPTTlIdEhpZG5OVWl1NUFuLTdHZUJxM2ViNV95dll1RVBsOWVHckZSUVJBeFFwd09rWG1CcFpPd3JQRy1SckliVjR3NG5HaGtPS2o2R3U0MThLak5PSDAyVzljOXgySjA0SEFtR3U3SVhiWGItLWVlV0FB0gHnAUFVX3lxTE5SMHp2UllqLWpZRThvU0JqUDdBU3ZqZUcwWDNZMDA4MTdCd3ZOQ1ZTZUdFN3VoS0lMWTJuWlVZN20tSjQ2cDNaazlUUDd4VmRFSU9QaGtHQnp3dGpwU0RwaEJzdEFZYUJQbkpiYXo2QUZkTU9fbURVektQX1p4Mkw3MHc1dkdzR3M3SUlDdWw4bmdmM2NNeVAwTGNpcWsxMEJmNlptS09uR3hPa3RfT0NsMU42UFRMQXRETUdwUWNsQm9sWVdrLXFMSXROOGM0YlBRZktnNFdwN0RCTmlKZDlFcDhUUnB2SQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-07-15
Google,jio bankruptcy,Business Standard,"Telecom issue: NCLAT dismisses petitions, says IBC to prevail over Trai Act",./read/CBMi2AFBVV95cUxPYTR3VXI3WVd3M2lZRnVFdG4wbHhROWlGU093b295TnU0SEoxMVlKYUhoaG1nZF9qMkZyMHFaaHV0MUNRNTA3Q1o1Z2RsVjJuZVQ3YjNpNnN1WkdXdU5RZU9HOW55V3ZMMG8takdKQ2oyc3JLWF9MUXZMUWFQUzVaY0VCUk9iUzN0VWRmdWJRVXhUbXY5YW1va2hIZWlrZW5TSmJHUE0zcGlaanRjaWtkX29la0x5bTFOVGFxc3RSdzd4YVRoUExHMWxDNWd5N0duNTZsVEQ1T0PSAd4BQVVfeXFMUDVsWC1UdmNEZV9lUGd2UjlVWVFnUmVxZ1RJSHVleUtNV3VUdVU3S3AwdWZjLUxQNjdmbm1nQzlvbDFyaEFHYnQ5SkVHWjQyZUhEZDhCSkRnLXlmYXFGakNpdS1NY3dLQV9wSk1UWFZWc3NBNGgzakVkQjEyVXpxWTNyZjVpQV9sWWFSRW4wMXVSRWlBdkZHSTNaS1NocHJhUGNFaVljWmJsdmZSdnJFNXVRSGdBNGpJTENuQ3VldEE3VXBNZm13bEpkdG9KSEdVUzRlSW8tcmlmM0VUZzZR?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-11-07
Google,jio bankruptcy,NDTV Profit,Reliance Infratel Insolvency: Supreme Court Restores Four Entities As Financial Creditors,./read/CBMiwgFBVV95cUxORUp3ZDQwVTZBQU5UM0hReDNyMVJaMEtPcXlBZTY4LThkWkVscnZ0aVl5Nmcwd3dMbTNqZDJnbVotWW41UTF2SzQ5UmlxbjlEb1dscFhpeUwweEJqLTRmOVhnMTNhWVU3bllZTFVQLTc2WXY2XzlHd2JWWWU0OUlpQkxQT0NJX3hENVNYa1lpWHlmV0pleXZURHpVV1Q3V2JqTnhpMEpNeFdEcEtDV25ubUZrNVJ0ckQ2T3pJNUgtSFhfUdIBxwFBVV95cUxQbFJhRENkVUhfNXdCeUZISUxQOTd2ZzkwV1o2RUVORFRHOFNpd2FBdWNqa3FvT2pITmRweXNFcHM4TGlhOGQ0TVBaSzg1ZWNDaTgwMmVKRTAyUzdPTlQzQTVjR01ic1ZRXzg4Xy1ncWNCZXY1ZmJHcUd5cWFzdF9sOU40MXNDcndWSFVfdXgyWTBjbXI3V1ExRjZ0cmFWZjZYS0RxLUh4bzc2YmpNOFFTUm1jU3hWV1piUzgxdXkxV3hKMTNJMnFv?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-12-20
Google,jio bankruptcy,ETTelecom,Jio moves NCLT for early resolution of Reliance Infratel bankruptcy process,./read/CBMizwFBVV95cUxNNmlEc0FHUkVKRnc0TDhtWkI1N2o1cjdaVkN4NnJSQTlqeTVLaTNWOGtvLXp4bWFpbG02WXRQekNUaXVaUW9ocTVQeWxvUUE0SDg0eVVfYy1rM3JyOHZ1dzFxaXZ0ZVdxcGhjZG1wWXZuUXVIUHB4bld3QjYzN3RWNHJiOWU2dDhYejlhQzk4TzZFRmZyNXV4RTZoemtVZUg2TThwai1TZzRlc3ZLRncwNDBqaTBrRVNfbW5YVlEwZGt5NXJYeG9iZ3lmeXBPRDTSAdQBQVVfeXFMTVRKZzZtbG9RaUQ1dXkwWWgxX0swenB0SFpJQ0lSUG9sTzJadzUxbWt5alV5QnJvb2h1S1NxUUIwSm5UNlNpejFpXzNLeU91QTB4RGk4cVZOZlV1RGd4Rm9MUlVBY1hFbTg3XzFKU0ZXOVJ2RHVyTmVRS19FRzU1Zkp0ODRpU1JCb2I4WHFkRXd4ckJoNTR6emI2Y1Y4TldfQUtQRWpRSG5uUWViNDdmakJPazMzVkNCX3MyTlhlZUNBWFM0TndDc1U0RFZXVmtPNEtXZUU?hl=en-IN&gl=IN&ceid=IN%3Aen,2022-11-06
Google,jio bankruptcy,Mint,"Airtel, Reliance Jio submit bids for assets of bankrupt RCom | Mint",./read/CBMitwFBVV95cUxNWnNzRWRNZFdHRzlpSjY0Ul85OFlPVXdtc25MZ0xZaEpkVF9xc1k2VEFVc2Z6TFJUZmRaOGJkQkJORERBMjJCbmQzbWd6MUdEM3BSbnA4WUlTUFlMQl9sVnoxbFZzNjlaZ3JtWGtSS1dOd3pRT0FOa05tVVNCb21nU1FJMlhWVjVDOXlER09CSERRdkx3SEpkT2hGNXoxLUtIX29uR1lvR0tDYkNLZUlERHZ5UUtmX0HSAbwBQVVfeXFMUEhYekdvU09tTDNQS3hvNVV0aGVYdXd0REVPemFyblh0X0V0LUgwSnBqQl85U2MycS10OXU0TWVaNU1yZnVmXzc5MGJobS10UUFUVFNiaWFNREhySFhjbnRneEI5RDFaMnQ5MHcxR2xGYzJSQ0pkcWlTbWYxVFdQWm11M1F3NURicmk0ZHJrSXZiS2pUWWpxcDV4aUh1Q2xELWN6ZHhTNGplc3RKRlBHX1p4ZGx3bDBQcUxGazY?hl=en-IN&gl=IN&ceid=IN%3Aen,2019-11-25
Google,jio bankruptcy,Business Today,"Tariff war with Jio, Rs 46,000 cr debt, pressure from lenders force RCom to go for bankruptcy",./read/CBMi5gFBVV95cUxNUl8zeFVIUWh0TGNYN3YzVk9uZmpXOTZMMTM1b1RSSFhKSnBnSW9INzNucTdVcnNiUDZqN29PYU10Z2NpT0NCMUNtVmZCYVVUQnZXWkVYZDc5d3pSVzAyNm5fV09BSTZiZEh2UURpSl9ocklTOVlHaVZVbUVPZFFZbm9JLXF2ckxfODQyZVNNcGlWOTNPQU5FZkRiNUdpekFzSVFGVUJFZU4yZTd6aTdSeW1raHlkQ2F3cmJzb05DUzhWSGZ1U0dxSTNCREpPTkl4OTdyUXU4WmN2V01xR0RyVTdHSkJwUQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2019-02-02
Google,jio bankruptcy,Fortune India,Reliance Communications: End of the road or last throw of the dice?’,./read/CBMisgFBVV95cUxQNy1DQjJvaXFBMHN3LXduOHZTVmhhS2RkQzNXNHFYZGl1cm9MTWU2QXpjYUE3eEd1V2lvNUpMelViUkh5MWd2Sm9NRmdnbUh0NWVXN1U0TkdmQXNkVkdrS1ZFVkk0VndhWlY1dmJVUnY3QmdWWmJnY1JsUzNoRUdCczZnaFF0dXNxQ1JnSTlzd0lGa0NqbHRkWEMyQTNmVExIZnVkZjE0WGEzT3JZdkg4dHpB0gG_AUFVX3lxTE9GRTM0TmJTbVBpN2w5VVk2OXQteHEyanpCbVVUQ01HWF9fSWRtb2JPLWZjTm5kQ1Y2eVdJR2tjZ3k0Z1BkMDlJTXRwZE8yQU5tbkpua0ZEVmcwTUdQS1BFb19WWlRYd0JYMkZaN3poaUh5aWxRdmV2VDJialVjT01FaUxsZTNGeVNFMkRRbjV5ZTJ3WXFXV3IyRjRjOXB6X1JaTWtvV0NMVUJJWmFfeUZzMFIxVXVIMVlfRXNCLWtJ?hl=en-IN&gl=IN&ceid=IN%3Aen,2019-02-02
Google,jio bankruptcy,Capitalmind,What happens if Vodafone Idea goes bankrupt?,./read/CBMiiwFBVV95cUxPNW5ibjZHU3FVQTc1R3JUYVFCT0NDd3R1ZENEaFVKV0lMUDlaclI1Rnh2dC1IOTl1OXRFYXdob0dxem9sTEYtaGFfVmwwQnlPUTRtYTB5S1lCR1NpWldsaTA2ZmxMLWxtSG84TnVQYVF6ZG1EZkJRVEt2VHNDS2FNRHQtVmlRelN5VmJv?hl=en-IN&gl=IN&ceid=IN%3Aen,2021-08-05
Google,jio bankruptcy,Business Standard,"Aircel files for bankruptcy, cites Jio's disruptive entry as a reason",./read/CBMi1wFBVV95cUxNMWJ5WU5fdm9fZE1ScjI4SGFWTEJqdGlSTC1RR3BZLTdmaC1Fa1hZekZKNVRBU2R1emdmdWNhZm5zaFVVUExWRUlEdkhETURjX3phQ0NoWEVDR242WHBxMkRXQ0dJdm83dnhLWE9tcXVXTWJxTmNmRHdpcnMyVjVFMGFPdkloejhqMVFPNTIyUWRmVnQ1UE85RUFTQjJIU1NSdjRfcFJ4TkRXc0x1dTY0Y2p0OTZGejEzY3VFcHlaLS1McHRySkJsczFqNlVYNkxidGtxV1lKMNIB3AFBVV95cUxNbFQwa3JqZEhERzFWeVcwUGdwNkZaeDZJQmJONmtqakhtUTRPVjdFZUNjSmFOQ0JYM1ZWYnhJcDA3bU5kdXRvOUtrODNjbEFib29YZlFVOVdKc2NiRHVIUVV5a2p0ejJYU0ZzdzFEY1NYUkdFa2hWWWotc2hwYUVTWVBwQjRYeXYtQjNqYVZkX3hIQ1pWQV9SMi13bmlpUC1ZS0ZEeHpDTk1leW1DeUdzemVmR0FqSEs2YlFLd1dsWktvYXE5ZldZVC0zSDlTREFoemQxUUdWLXVpODl2?hl=en-IN&gl=IN&ceid=IN%3Aen,2018-02-28
Google,jio bankruptcy,ETTelecom,"BSNL ‘sinking deep’ in crisis amid user churn to Jio, Airtel, delay in 4G gear supply: Employees union",./read/CBMi-gFBVV95cUxNTnA3MTFGaEhoU0prTVEyWnRCclJPWUxFclp1NGZxUTlKTTV4dm1oeDY4UU1iLXZoTE92Sk9sbXo4YWtsbTd2Qy02dUpOUzhsVTB6Slo5NGRsVFJ2cU9WWFFjLVVpUTM1OTJMbWZaZVFxejNDT2REQjRQSjQ2NmItTnJKTjRYczYzWjZiUDJkdEdULVVnbjNFUnF5MUptRUg4U2lhVy1qSFh3VFl0ckthdjJvMy1hVWVKWDhGRWd2aDA5ZjhQUjEwY2lhUDJWUnlpWWlzRnh5aW5JdENzVGNqdVBPX2NxVVdmRXpqRl9YdG9DcG0yd1B2a2NR0gH_AUFVX3lxTE1LeGUxNlhHaGpidFVsdUE5a1c2alpuSGtBYXZxZDZIRmpvbGJ1Zlo0TllpYVpVNTREdEw4Nzlaa2dmNFpib0t6UGpkSnV6NVIxbWFzSzc5V3pCSjlpUEhIYWhCT3BwMVdIeWFIcnJ3eC1iWnNnYlVwTzJOZHdqRHhaRjd2Ulk5Q1pLZ21FZGt3S002cG5yNDlVN3lLTEJ0WWlfWDNOVTNPamY4V2FTbF94djdtYTJIdGNVVTlTdWdQeTU3c2F6OHZHLTRKZWNEemNTQkZTV0dyR2ZjaG4yQWlObDhhZ3pINUptV0syOHc5Vmo3Z0ZJR09KcTRwNVZSQQ?hl=en-IN&gl=IN&ceid=IN%3Aen,2024-02-16
Google,jio bankruptcy,Business Today,"Aircel goes bankrupt, becomes fourth telecom player to bow out as cut-throat price war takes toll",./read/CBMixAFBVV95cUxNcEpZTmtScEpnN3NTNGdtaWxobDZpLUFSMXp1ODg3OVR2eUluU0RwNTZRMXhud1NfQUhLeHVCQnJxdFpGTW5qYzBCV3VQaE1EWkpZMTBjbWpKd1NUakltWmdQQ3c5QVVvWmJaMUZCSnR6QUlORHFzYTA3el9OX2l4MEpUQVJmaWFVS3hIdnh2a2JWNmZIZ1JVVi1kOEtack9PQzJ0ZHZOcElBSzdwMDZmN1dtQ3RhUE5PS3Y3TVdOSkdLem8y?hl=en-IN&gl=IN&ceid=IN%3Aen,2018-03-01
